x_url	posted_at	author_handle	author_display_name	topic_cluster_id	roles	window_status	official_account	linked_primary_url	observation_summary	claim_status
https://x.com/doodlestein/status/2090866739705737599	2026-08-21T18:20:51Z	doodlestein	Jeffrey Emanuel	4;11	SECURITY_OR_SAFETY_OBSERVATION	ORDINARY_WINDOW	no	https://huggingface.co/orcarouter/Qwen3.8-27B-Uncensored-FP8	Shares uncensored weights and ban-anticipation note	observed
https://x.com/doodlestein/status/2090866417482510497	2026-08-21T18:19:35Z	doodlestein	Jeffrey Emanuel	4;11	SECURITY_OR_SAFETY_OBSERVATION	ORDINARY_WINDOW	no		Notes near-zero refusal after abliteration with capability retention	observed
https://x.com/MaxForAI/status/2090920962296578081	2026-08-21T21:56:19Z	MaxForAI	Max For AI	4	COMMUNITY_ANALYSIS;REPORTING_OR_SECONDARY	ORDINARY_WINDOW	no		Detailed Chinese summary of abliteration method and metrics	observed
https://x.com/NullContex1s/status/2090922565539917905	2026-08-21T22:02:41Z	NullContex1s	why	4	PERFORMANCE_OBSERVATION	LATE_BREAKING	no		Reports 1.7M HF downloads and multimodal capability	observed
https://x.com/Oluwaphilemon1/status/2090951888552301053	2026-08-21T23:59:12Z	Oluwaphilemon1	FHILY👑	4	PERFORMANCE_OBSERVATION	LATE_BREAKING	no		Local DGX Spark comparative runs including Qwen3.8-Max	observed
https://x.com/tlanderso/status/2090951328843620464	2026-08-21T23:56:59Z	tlanderso	Thomas A. Anderson	4	PERFORMANCE_OBSERVATION	LATE_BREAKING	no		Qualitative writing-style comparison vs GLM	observed
https://x.com/kocer_eth/status/2088776558668288410	2026-08-15T23:55:13Z	kocer_eth	kocer	5;9	INTEGRATION_OR_DEPLOYMENT;INDEPENDENT_BENCHMARK	ORDINARY_WINDOW	no		Free GLM-5.3 trial details and benchmark claims	author-claim
https://x.com/e_go0309/status/2090952085240266836	2026-08-21T23:59:59Z	e_go0309	babajiba	5;12	INTEGRATION_OR_DEPLOYMENT	LATE_BREAKING	no		100M free GLM-5.3 tokens promo	observed
https://x.com/Da7_Tech/status/2090926178232123654	2026-08-21T22:17:03Z	Da7_Tech	Da7em	5	COMMUNITY_ANALYSIS	LATE_BREAKING	no		Speculates Ox-Alpha identity and compute source	unverified
https://x.com/TheoryoftheDog/status/2090951993497960613	2026-08-21T23:59:37Z	TheoryoftheDog	Theory of the Dog	5	OTHER_TECHNICAL_SIGNAL	LATE_BREAKING	no		Notes GLM 5.3 Flash multimodal	observed
https://x.com/velkan_gst/status/2090951516551053358	2026-08-21T23:57:44Z	velkan_gst	velkan	5	PERFORMANCE_OBSERVATION	LATE_BREAKING	no		Personal high-volume free-token usage signal	observed
https://x.com/NVIDIAAI/status/2088339706752983230	2026-08-14T18:59:20Z	NVIDIAAI	NVIDIA AI	6	OFFICIAL_TECHNICAL_FOLLOWUP	BACKGROUND_ONLY	yes		Introduces NeMo Switchyard routing library	official
https://x.com/NVIDIAAI/status/2087662769512571010	2026-08-12T22:09:25Z	NVIDIAAI	NVIDIA AI	6	OFFICIAL_TECHNICAL_FOLLOWUP	BACKGROUND_ONLY	yes		Partner post-training examples for Nemotron Lightning	official
https://x.com/NVIDIAAI/status/2087258724654284971	2026-08-11T19:23:54Z	NVIDIAAI	NVIDIA AI	6	OFFICIAL_ANNOUNCEMENT	BACKGROUND_ONLY	yes	https://huggingface.co/datasets/nvidia/Nemotron-RL-Agentic-Terminal-Pivot-v1	Dataset release (pre-window background)	official
https://x.com/NVIDIAAI/status/2087173733823680855	2026-08-11T13:46:10Z	NVIDIAAI	NVIDIA AI	6	OFFICIAL_ANNOUNCEMENT	BACKGROUND_ONLY	yes	https://huggingface.co/nvidia/NVIDIA-Nemotron-3.5-Lightning-30B-A3B-NVFP4	Weights availability (pre-window background)	official
https://x.com/huggingface/status/2088301795890044975	2026-08-14T16:28:41Z	huggingface	Hugging Face	7	OFFICIAL_ANNOUNCEMENT;AUTHOR_RESEARCH_POST	BACKGROUND_ONLY	yes	https://huggingface.co/blog/state-of-open-models-summer-2026	State of Open Models Summer 2026 summary	official
https://x.com/kimmonismus/status/2089790124825456738	2026-08-18T19:02:46Z	kimmonismus	Chubby♨️	11	COMMUNITY_ANALYSIS	ORDINARY_WINDOW	no		Pace-of-progress safety commentary quoting Amodei	observed
https://x.com/Oluwaphilemon1/status/2090947609166807459	2026-08-21T23:42:12Z	Oluwaphilemon1	FHILY👑	4	PERFORMANCE_OBSERVATION	LATE_BREAKING	no		Local comparative token generation runs	observed
https://x.com/ai_hakase_/status/2090939762571952461	2026-08-21T23:11:01Z	ai_hakase_	ハカセ アイ	4	OTHER_TECHNICAL_SIGNAL	LATE_BREAKING	no	https://huggingface.co/collections/huihui-ai/qwen38-abliterated	Points to abliterated Qwen3.8 collection	observed
https://x.com/akira_papa_IT/status/2090951192033800241	2026-08-21T23:56:26Z	akira_papa_IT	あきらパパ	4;8	INTEGRATION_OR_DEPLOYMENT	LATE_BREAKING	no		Announces local LLM seminar covering Qwen3.8-27B	observed
https://x.com/Motion_Viz/status/2090948266695577972	2026-08-21T23:44:49Z	Motion_Viz	MotionViz	2	INTEGRATION_OR_DEPLOYMENT	LATE_BREAKING	no		Follow-up on Hermes + OpenRouter + Ox-alpha setup	observed
https://x.com/uygnod/status/2090945798926442687	2026-08-21T23:35:01Z	uygnod	A-Dong	2	COMMUNITY_ANALYSIS	LATE_BREAKING	no		Amplifies Chinese writing endorsement for Gemini 3.7	observed
https://x.com/GameelRealtors/status/2090949634977939856	2026-08-21T23:50:15Z	GameelRealtors	Gameel | جـميــل	2	OTHER_TECHNICAL_SIGNAL	LATE_BREAKING	no		Mentions Gemini 3.7 PRO	observed
https://x.com/BitPuPu/status/2088777637883969797	2026-08-15T23:59:31Z	BitPuPu	铺二爷BitPuPu	4;5	REPORTING_OR_SECONDARY	ORDINARY_WINDOW	no		Daily tech summary including Qwen3.8-27B and GLM-5.3	observed
https://x.com/sealook/status/2090951755236511999	2026-08-21T23:58:41Z	sealook	sealook	5	COMMUNITY_ANALYSIS	LATE_BREAKING	no	https://finance.yahoo.com/technology/ai/articles/chinas-z-ai-completes-1-205515769.html	Links Z.AI funding context	observed
